Object Histogram:

Size	Count	Class description
64	1	org.jruby.ext.openssl.PKeyDH$i$0$0$dh_export
64	1	org.jruby.RubyArray$i$pop
64	1	org.jruby.RubyDir$i$1$0$seek
64	1	org.jruby.RubyBignum$i$0$0$abs
64	1	org.jruby.RubyString$i$0$0$chop_bang
64	1	org.jruby.javasupport.JavaClass$i$0$0$superclass
64	1	org.jruby.RubyFileStat$i$0$0$group_owned_p
64	1	org.jruby.RubyDigest$DigestInstance$s$0$0$length
64	1	org.jruby.ext.openssl.X509CRL$i$1$0$add_extension
64	1	org.jruby.RubyClass$i$1$0$inherited
64	1	org.jruby.ext.openssl.Request$i$1$0$initialize_copy
64	1	org.jruby.ext.openssl.SSLSocket$i$0$0$connect
64	1	org.jruby.RubyFile$i$0$0$ctime
64	1	org.jruby.RubyProcess$RubyStatus$i$1$0$op_rshift
64	1	org.jruby.RubyArray$i$1$0$delete_at
64	1	org.jruby.RubyRange$i$1$0$include_p
64	1	org.jruby.RubyFloat$i$1$0$coerce
64	1	org.jruby.RubyArray$i$join
64	1	org.jruby.RubyString$i$0$0$downcase_bang
64	1	org.jruby.RubyArray$i$0$0$reverse_bang
64	1	org.jruby.ext.openssl.X509Extensions$ExtensionFactory$i$0$0$create_ext
64	1	org.jruby.RubyArray$i$unshift
64	1	org.jruby.RubyFile$i$1$0$lchmod
64	1	org.jruby.libraries.ThreadLibrary$Mutex$i$0$0$try_lock
64	1	org.jruby.RubyHash$i$0$0$each_value
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$grpowned_p
64	1	org.jruby.RubyString$i$0$0$inspect
64	1	org.jruby.RubyFileStat$i$0$0$readable_p
64	1	org.jruby.javasupport.JavaField$i$0$0$public_p
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$size
64	1	org.jruby.RubyThread$s$0$0$start
64	1	org.jruby.ext.openssl.BN$i$0$0$bn_is_zero
64	1	org.jruby.ext.openssl.Digest$i$0$0$reset
64	1	org.jruby.ext.openssl.Digest$i$0$0$name
64	1	org.jruby.ext.openssl.NetscapeSPKI$i$0$0$_initialize
64	1	org.jruby.RubyModule$i$1$0$initialize_copy
64	1	org.jruby.RubyModule$i$module_eval
64	4	com.kenai.constantine.platform.Shutdown
64	1	org.jruby.RubyEnumerable$s$0$0$zip
64	1	org.jruby.RubyKernel$5
64	1	org.jruby.RubyGlobal$CaseInsensitiveStringOnlyRubyHash$i$0$0$to_s
64	1	org.jruby.RubySymbol$s$0$0$all_symbols
64	1	org.jruby.libraries.ThreadLibrary$Mutex$i$0$0$synchronize
64	1	org.jruby.RubyModule$i$0$1$private_instance_methods
64	1	org.jruby.RubyModule$i$1$0$private_method_defined
64	1	org.jruby.RubyProc$i$1$0$op_equal
64	1	org.jruby.javasupport.JavaClass$i$1$0$resource
64	1	org.jruby.ext.openssl.PKeyDSA$i$0$0$get_pub_key
64	1	org.jruby.RubyDigest$DigestInstance$s$0$0$newObject
64	1	org.jruby.ext.openssl.PKCS7$i$1$0$set_detached
64	1	org.jruby.RubyModule$i$2$0$alias_method
64	1	org.jruby.RubyArray$s$0$0$create
64	1	org.jruby.RubyInteger$i$0$0$round
64	1	org.jruby.RubyJRuby$JRubyCompiledScript$s$0$0$compiled_script_inspect
64	1	org.jruby.RubyArray$i$rindex
64	1	org.jruby.RubyFixnum$i$1$0$op_cmp
64	1	org.jruby.javasupport.proxy.JavaProxyConstructor$i$0$1$new_instance
64	1	org.jruby.ext.socket.RubySocket$s$0$4$getaddrinfo
64	1	org.jruby.ext.openssl.Cipher$i$1$0$update_deprecated
64	1	org.jruby.RubyArgsFile$s$0$1$gets
64	1	org.jruby.RubyInteger$s$1$0$induced_from
64	1	org.jruby.RubyArray$i$0$0$empty_p
64	1	org.jruby.ext.openssl.ASN1$ASN1Primitive$i$0$4$initialize
64	1	org.jruby.RubyStringIO$i$1$0$putc
64	1	org.jruby.RubyException$i$0$0$backtrace
64	1	org.jruby.RubyFile$i$0$0$inspect
64	1	org.jruby.libraries.ThreadLibrary$Mutex$s$0$0$newInstance
64	1	org.jruby.java.proxies.InterfaceJavaProxy$JavaInterfaceExtender$s$1$0$initialize
64	1	org.jruby.ext.openssl.PKeyRSA$i$1$0$set_q
64	1	org.jruby.RubyHash$i$0$0$reject_bang
64	1	org.jruby.libraries.ThreadLibrary$SizedQueue$i$0$1$pop
64	1	org.jruby.javasupport.JavaField$i$0$0$value_type
64	1	org.jruby.RubyIO$i$0$0$codepoints
64	1	org.jruby.RubyInteger$i$0$0$ord
64	1	org.jruby.java.addons.KernelJavaAddons$s$0$0$java_implements
64	1	org.jruby.ext.socket.RubyUDPSocket$s$0$0$open
64	1	org.jruby.RubyBignum$i$1$0$eql_p
64	1	org.jruby.RubyFloat$i$1$0$divmod
64	1	org.jruby.java.addons.KernelJavaAddons$s$to_java
64	1	org.jruby.RubyFixnum$s$1$0$induced_from
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$writable_p
64	1	org.jruby.ext.openssl.ASN1$ASN1Constructive$i$0$0$each
64	1	org.jruby.RubyFixnum$i$0$0$id
64	1	org.jruby.ext.openssl.PKeyDSA$i$0$0$export
64	1	org.jruby.RubyFileStat$i$0$0$readableReal_p
64	1	org.jruby.RubyHash$i$0$0$indices
64	1	org.jruby.RubyDigest$DigestInstance$s$0$1$hexdigest
64	1	org.jruby.RubyKernel$1
64	1	org.jruby.ext.openssl.PKeyDSA$i$1$0$set_pub_key
64	1	org.jruby.RubyHash$i$0$0$shift
64	1	org.jruby.RubyEnumerable$s$0$0$find_all
64	1	org.jruby.javasupport.JavaClass$s$1$0$for_name
64	1	org.jruby.RubyModule$i$0$0$included_modules
64	1	org.jruby.ext.openssl.Cipher$i$1$0$update
64	1	org.jruby.RubyDigest$DigestBase$i$0$0$block_length
64	1	org.jruby.ext.openssl.X509Extensions$Extension$i$1$0$set_oid
64	1	org.jruby.RubyNameError$s$0$0$newRubyNameError
64	1	org.jruby.ext.openssl.PKCS7$i$1$0$initialize_copy
64	1	org.jruby.ext.openssl.BN$s$0$0$bn_pseudo_rand
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$get_n
64	1	org.jruby.RubyModule$i$1$0$class_variable_defined_p
64	1	org.jruby.RubyFloat$i$1$0$op_le
64	1	org.jruby.ext.openssl.PKCS7$SignerInfo$i$0$0$signed_time
64	1	org.jruby.javasupport.proxy.JavaProxyConstructor$i$0$0$getDeclaringClass
64	1	org.jruby.RubyFile$s$0$1$fnmatch
64	1	org.jruby.RubySymbol$i$0$0$to_i
64	1	org.jruby.RubyFileStat$i$1$0$initialize_copy
64	2	java.io.BufferedInputStream
64	1	org.jruby.RubyRegexp$i$0$0$op_match2
64	1	org.jruby.RubyTime$i$0$0$initialize
64	1	org.jruby.RubyFileStat$i$0$0$rdev
64	1	org.jruby.RubyString$i$0$0$strip_bang
64	1	org.jruby.RubyDir$i$0$0$close
64	1	org.jruby.ext.socket.RubySocket$s$2$0$pack_sockaddr_in
64	1	org.jruby.RubyString$i$0$0$reverse
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$get_q
64	1	org.jruby.RubyKernel$s$instance_eval
64	1	org.jruby.javasupport.JavaClass$i$0$0$fields
64	1	org.jruby.java.proxies.JavaProxy$s$1$0$inherited
64	1	org.jruby.javasupport.JavaClass$i$0$0$generic_interfaces
64	1	org.jruby.RubyKernel$s$1$0$remove_instance_variable
64	1	org.jruby.ext.openssl.X509StoreCtx$i$0$0$current_crl
64	1	org.jruby.RubyEnumerator$RubyEnumeratorEnumerable$s$1$0$enum_slice19
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$exist_p
64	1	org.jruby.ext.openssl.PKeyDSA$i$2$0$sysverify
64	1	org.jruby.RubyModule$i$0$0$freeze
64	1	org.jruby.RubyDir$s$1$0$open
64	1	org.jruby.RubyInteger$i$1$0$upto
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_lshift
64	1	org.jruby.ext.socket.RubyUNIXSocket$i$0$0$addr
64	1	org.jruby.RubyBignum$i$1$0$op_pow
64	1	org.jruby.RubyNumeric$i$1$0$coerce
64	1	org.jruby.RubyThread$i$0$0$value
64	1	org.jruby.RubyKernel$s$0$0$hash
64	1	org.jruby.ext.openssl.PKeyRSA$i$1$0$set_iqmp
64	1	org.jruby.RubyFixnum$i$0$0$to_f
64	1	org.jruby.ext.openssl.PKCS7$i$1$0$set_crls
64	1	org.jruby.RubyEnumerable$s$0$0$any_p
64	1	org.jruby.ext.openssl.X509Revoked$i$0$0$serial
64	1	org.jruby.ext.openssl.ASN1$ASN1Data$i$0$0$to_der
64	1	org.jruby.RubyTime$i$1$0$op_plus
64	1	org.jruby.ext.openssl.PKeyRSA$i$1$0$set_dmq1
64	1	org.jruby.java.proxies.ArrayJavaProxy$i$1$0$op_plus
64	1	org.jruby.javasupport.JavaProxyMethods$s$0$0$to_java_object
64	1	org.jruby.RubyIO$i$0$1$each_line
64	1	org.jruby.RubyString$i$1$0$op_lt
64	1	org.jruby.RubyArgsFile$s$0$1$bytes
64	1	org.jruby.RubyHash$i$0$0$rehash
64	1	org.jruby.RubyModule$i$1$0$method_undefined
64	1	org.jruby.RubySystemCallError$i$0$2$initialize
64	1	org.jruby.RubyIconv$s$0$0$charset_map_get
64	1	org.jruby.ext.openssl.X509Cert$i$1$0$set_extensions
64	1	org.jruby.RubyFileStat$i$0$0$zero_p
64	1	org.jruby.ext.openssl.X509Name$i$1$0$eql_p
64	1	org.jruby.ext.openssl.X509Revoked$i$0$0$_initialize
64	1	org.jruby.ext.openssl.X509Store$i$1$0$set_verify_callback
64	1	org.jruby.RubyDigest$s$1$0$s_hexencode
64	1	org.jruby.RubyMethod$i$0$0$owner
64	1	org.jruby.RubyModule$i$0$0$class_variables
64	1	org.jruby.RubyHash$i$0$1$fetch
64	1	org.jruby.ext.openssl.PKeyDSA$i$0$0$public_key
64	1	org.jruby.javasupport.JavaClass$i$0$0$constructor
64	1	org.jruby.javasupport.JavaClass$i$0$0$classes
64	1	org.jruby.RubyFileStat$i$0$0$setuid_p
64	1	org.jruby.javasupport.JavaClass$i$1$0$resource_as_string
64	1	org.jruby.RubyFileStat$i$0$0$gid
64	1	org.jruby.RubyString$i$0$0$bytesize
64	1	org.jruby.RubyFixnum$i$1$0$op_lshift
64	1	org.jruby.ext.socket.RubyUNIXServer$i$1$0$listen
64	1	org.jruby.RubyHash$i$default_value_get
64	1	org.jruby.libraries.ThreadLibrary$Queue$i$1$0$push
64	1	org.jruby.javasupport.JavaClass$i$1$0$annotation
64	1	org.jruby.RubyThreadGroup$s$0$0$newInstance
64	1	org.jruby.ext.openssl.X509CRL$i$0$0$to_der
64	1	org.jruby.ext.openssl.X509Extensions$Extension$i$0$0$value
64	1	org.jruby.javasupport.JavaConstructor$i$0$0$return_type
64	1	org.jruby.RubyFileStat$i$0$0$dev
64	1	org.jruby.RubyRange$i$0$0$to_a
64	1	org.jruby.RubyModule$i$1$0$included
64	1	org.jruby.RubyStringIO$i$1$0$initialize_copy
64	1	org.jruby.RubyThread$i$0$0$stop_p
64	1	org.jruby.RubyIO$i$fcntl
64	1	org.jruby.RubyFileStat$i$0$0$socket_p
64	1	org.jruby.RubyFloat$i$1$0$op_mul
64	1	org.jruby.RubyThread$i$2$0$op_aset
64	1	org.jruby.RubyLocalJumpError$i$0$0$exit_value
64	1	org.jruby.ext.openssl.BN$i$2$0$bn_mod_sub
64	1	org.jruby.java.proxies.JavaProxy$i$1$0$equal_p
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$setgid_p
64	1	org.jruby.ext.openssl.PKeyDSA$i$0$0$initialize
64	1	org.jruby.javasupport.JavaClass$i$0$0$constructors
64	1	org.jruby.RubyFile$i$0$0$stat
64	1	org.jruby.RubyKernel$s$1$0$op_match
64	1	org.jruby.RubyKernel$s$1$0$equal_p
64	1	org.jruby.RubyStruct$i$0$0$each
64	1	org.jruby.RubyIO$i$0$0$autoclose
64	1	org.jruby.ext.openssl.Cipher$CipherModule$s$0$0$ciphers
64	1	org.jruby.RubyEnumerable$s$1$0$grep
64	1	org.jruby.RubyString$i$0$0$empty_p
64	1	org.jruby.javasupport.JavaClass$i$0$0$declared_constructor
64	1	org.jruby.java.proxies.JavaProxy$i$java_send
64	1	org.jruby.RubyArray$i$0$0$to_s
64	1	org.jruby.javasupport.JavaObject$i$1$0$aref
64	1	org.jruby.RubyEnumerable$s$0$0$minmax_by
64	1	org.jruby.RubyKernel$s$0$0$to_s
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$pipe_p
64	1	org.jruby.RubyIO$i$0$0$pos
64	1	org.jruby.ext.openssl.HMAC$s$3$0$s_digest
64	1	org.jruby.RubyFileStat$i$0$0$blocks
64	1	org.jruby.javasupport.JavaProxyMethods$s$1$0$op_equal
64	1	org.jruby.javasupport.JavaClass$i$1$0$resource_as_stream
64	1	org.jruby.ext.openssl.X509CRL$i$0$0$to_pem
64	1	org.jruby.javasupport.JavaClass$i$1$0$annotation_present_p
64	1	org.jruby.ext.openssl.X509Name$i$0$0$to_der
64	1	org.jruby.RubyStringIO$i$0$0$path
64	1	org.jruby.javasupport.JavaClass$i$1$0$declared_field
64	1	org.jruby.ext.openssl.X509Cert$i$1$0$set_version
64	1	org.jruby.RubyStringIO$i$0$0$pos
64	1	org.jruby.javasupport.JavaAccessibleObject$i$0$0$name
64	1	org.jruby.java.proxies.ArrayJavaProxyCreator$i$0$0$op_aref
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$2$0$identical_p
64	1	org.jruby.ext.openssl.SSLSocket$i$0$0$peer_cert_chain
64	1	org.jruby.RubyModule$i$1$0$class_variable_get
64	1	org.jruby.ext.openssl.PKCS7$i$0$0$recipients
64	1	org.jruby.ext.openssl.X509Cert$i$0$0$subject
64	1	org.jruby.java.proxies.ArrayJavaProxy$i$0$0$to_a
64	1	org.jruby.ext.openssl.Request$i$0$0$version
64	1	org.jruby.RubyBignum$i$0$0$hash
64	1	org.jruby.RubyRegexp$i$0$0$source
64	1	org.jruby.RubyKernel$s$0$0$extend
64	1	org.jruby.RubyTime$i$0$0$mday
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_eql
64	1	org.jruby.RubyBignum$i$to_s
64	1	org.jruby.ext.openssl.X509Cert$i$0$0$to_pem
64	1	org.jruby.RubyFixnum$i$1$0$op_le
64	1	org.jruby.RubyHash$i$1$0$replace
64	1	org.jruby.ext.openssl.X509Name$i$0$0$initialize
64	1	org.jruby.RubyString$i$0$0$rstrip
64	1	org.jruby.RubyIconv$i$iconv
64	1	org.jruby.RubyArgsFile$s$0$0$binmode
64	1	org.jruby.RubyFixnum$i$0$0$times
64	1	org.jruby.RubyTime$s$1$0$load
64	1	org.jruby.RubyIO$i$0$0$getc
64	1	org.jruby.javasupport.JavaObject$i$0$0$is_java_proxy
64	1	org.jruby.ext.openssl.Cipher$i$1$0$initialize_copy
64	1	org.jruby.javasupport.JavaObject$i$0$0$marshal_dump
64	1	org.jruby.RubyString$i$slice_bang
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$setuid_p
64	1	org.jruby.RubyArray$i$0$0$uniq
64	1	org.jruby.RubyFileStat$i$0$0$uid
64	1	org.jruby.RubyModule$i$0$0$rbPrivate
64	1	org.jruby.ext.openssl.NetscapeSPKI$i$0$0$challenge
64	1	org.jruby.RubyNumeric$i$0$0$op_uminus
64	1	org.jruby.RubyModule$i$0$0$hash
64	1	org.jruby.RubyNil$s$0$0$type
64	1	org.jruby.RubyMethod$i$0$0$inspect
64	1	org.jruby.RubyArray$i$0$0$collect_bang
64	1	org.jruby.RubyString$i$0$0$lstrip
64	1	org.jruby.RubyNameError$RubyNameErrorMessage$i$1$0$dump
64	1	org.jruby.RubyStringIO$i$1$0$set_sync
64	1	org.jruby.RubyNumeric$i$0$0$integer_p
64	1	org.jruby.javasupport.JavaObject$i$1$0$op_equal
64	1	org.jruby.RubyIO$i$0$0$stat
64	1	org.jruby.RubyString$i$squeeze_bang
64	1	org.jruby.RubyArray$i$1$0$op_or
64	1	org.jruby.RubyInteger$i$0$0$chr
64	1	org.jruby.RubyIO$i$0$1$initialize
64	1	org.jruby.java.proxies.JavaProxy$s$0$0$field_reader
64	1	org.jruby.ext.openssl.X509Cert$i$1$0$set_issuer
64	1	org.jruby.java.proxies.ArrayJavaProxyCreator$i$0$0$_new
64	1	org.jruby.RubyArgsFile$s$0$0$chars
64	1	org.jruby.RubyModule$i$1$0$op_le
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_mul
64	1	org.jruby.RubyClassPathVariable$i$0$0$size
64	1	org.jruby.ext.openssl.X509CRL$i$1$0$initialize_copy
64	1	org.jruby.javasupport.JavaField$i$2$0$set_value
64	1	org.jruby.RubyNil$s$0$0$to_i
64	1	org.jruby.java.proxies.JavaProxy$s$0$0$field_writer
64	1	org.jruby.RubyTime$i$1$0$op_le
64	1	org.jruby.javasupport.JavaField$i$0$0$name
64	1	org.jruby.RubyArgsFile$s$0$0$lineno
64	1	org.jruby.RubyHash$i$0$0$each_pair
64	1	org.jruby.RubyTime$i$1$0$op_eqq
64	1	org.jruby.ext.socket.RubyUNIXSocket$i$1$0$initialize
64	1	org.jruby.RubyBignum$i$1$0$op_plus
64	1	org.jruby.RubyBoolean$True$s$1$0$true_xor
64	1	org.jruby.RubyStringIO$i$0$0$close_read
64	4	org.jruby.RubyInstanceConfig$CompileMode
64	1	org.jruby.RubyStringIO$i$0$0$getc
64	1	org.jruby.RubyEnumerable$s$0$0$collect
64	1	org.jruby.RubyStringIO$i$0$1$seek
64	1	org.jruby.RubyString$i$each18
64	1	org.jruby.RubyFile$i$1$0$chmod
64	1	org.jruby.ext.openssl.SSLSocket$i$0$0$accept
64	1	org.jruby.RubyFile$i$0$0$path
64	1	org.jruby.ext.openssl.PKCS7$SignerInfo$i$0$0$issuer
64	1	org.jruby.java.addons.StringJavaAddons$s$1$0$from_java_bytes
64	1	org.jruby.RubyString$i$0$0$to_f
64	1	org.jruby.RubyIconv$i$2$0$initialize
64	1	org.jruby.ext.openssl.X509CRL$i$0$0$next_update
64	1	org.jruby.ext.openssl.BN$i$0$1$bn_initialize
64	1	org.jruby.ext.openssl.PKCS7$i$0$0$detached
64	1	org.jruby.RubyStringIO$i$0$1$lines
64	1	org.jruby.RubyStringIO$i$0$2$read
64	1	org.jruby.RubyComparable$s$1$0$op_lt
64	1	org.jruby.RubyIO$s$0$2$open
64	1	org.jruby.RubyInteger$i$0$0$times
64	1	org.jruby.ext.openssl.PKeyDH$i$0$0$dh_is_private
64	1	org.jruby.javasupport.JavaClass$i$0$0$interface_p
64	1	org.jruby.RubyString$i$each_line18
64	1	org.jruby.RubyIO$i$0$1$read_nonblock
64	1	org.jruby.RubyProc$i$0$0$binding
64	1	org.jruby.ext.openssl.ASN1$s$1$0$traverse
64	1	org.jruby.RubyArgsFile$s$0$1$to_a
64	1	org.jruby.ext.openssl.X509Extensions$Extension$i$0$0$critical_p
64	1	org.jruby.ext.openssl.NetscapeSPKI$i$1$0$verify
64	1	org.jruby.ext.openssl.Cipher$i$0$0$key_len
64	1	org.jruby.java.addons.IOJavaAddons$AnyIO$s$0$0$any_to_channel
64	1	org.jruby.RubyBignum$i$1$0$op_cmp
64	1	org.jruby.javasupport.JavaObject$s$1$0$wrap
64	1	org.jruby.RubyString$i$0$0$bytes
64	1	org.jruby.RubyIO$i$0$0$chars
64	1	org.jruby.RubyHash$i$0$0$each_key
64	1	org.jruby.RubyThread$s$0$0$critical
64	1	org.jruby.RubyHash$i$2$0$op_aset
64	1	org.jruby.RubyString$i$0$0$upcase
64	1	org.jruby.RubyStringIO$i$1$0$set_pos
64	1	org.jruby.RubyArgsFile$s$1$0$lineno_set
64	1	org.jruby.RubyComparable$s$1$0$op_ge
64	1	org.jruby.RubyJRuby$JRubyCompiledScript$s$0$0$compiled_script_to_s
64	1	org.jruby.RubyBignum$i$1$0$op_mul
64	1	org.jruby.RubyArray$i$0$0$values_at
64	1	org.jruby.RubyTime$i$1$0$op_lt
64	1	org.jruby.RubyFixnum$i$1$0$op_gt
64	1	org.jruby.RubyNil$i$0$0$nil_p
64	1	org.jruby.RubyTime$i$0$0$to_a
64	1	org.jruby.RubyFloat$i$1$0$op_pow
64	1	org.jruby.ext.openssl.ASN1$ObjectId$s$0$0$sn
64	1	org.jruby.javasupport.proxy.JavaProxyClass$i$0$0$methods
64	1	org.jruby.RubyRange$i$0$0$last
64	1	org.jruby.javasupport.JavaClass$i$0$0$canonical_name
64	1	org.jruby.RubyRegexp$i$0$0$inspect
64	1	org.jruby.ext.openssl.Request$i$0$0$to_text
64	1	org.jruby.ext.socket.RubyTCPSocket$s$0$0$open
64	1	org.jruby.RubyFloat$i$0$0$zero_p
64	1	org.jruby.RubyClass$i$0$0$superclass
64	1	org.jruby.RubyProcess$RubyStatus$i$0$0$to_s
64	1	org.jruby.ext.openssl.PKeyDH$i$0$0$dh_get_pub_key
64	1	org.jruby.RubyModule$i$2$0$class_variable_set
64	1	org.jruby.RubyRange$i$1$0$eql_p
64	1	org.jruby.RubyThread$s$0$0$newInstance
64	1	org.jruby.RubyFileStat$i$0$0$rdevMajor
64	1	org.jruby.RubyStringIO$i$0$0$each_char
64	1	org.jruby.RubyFile$s$0$0$lchown
64	1	org.jruby.RubyStringIO$i$0$0$flush
64	1	org.jruby.ext.socket.RubySocket$s$0$0$gethostname
64	1	org.jruby.RubyFixnum$i$1$0$divmod
64	1	org.jruby.ext.openssl.X509Store$i$1$0$set_flags
64	1	org.jruby.RubyBignum$i$1$0$op_div
64	1	org.jruby.RubyString$i$0$0$each_byte19
64	1	org.jruby.RubyStringIO$i$0$1$each_line
64	1	org.jruby.ext.socket.RubyBasicSocket$i$0$0$write_send
64	1	org.jruby.RubyClassPathVariable$i$1$0$append
64	1	org.jruby.javasupport.JavaField$i$0$0$to_generic_string
64	1	org.jruby.RubyProc$i$0$0$rbClone
64	1	org.jruby.RubyStringIO$i$0$2$sysread
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$zero_p
64	1	org.jruby.RubyFixnum$i$1$0$op_minus
64	1	org.jruby.ext.openssl.X509Store$i$1$0$set_time
64	1	org.jruby.RubyNumeric$i$step
64	1	org.jruby.RubyTime$i$0$0$month
64	1	org.jruby.RubyFixnum$i$1$0$op_lt
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_mod_inverse
64	1	org.jruby.ext.openssl.PKeyDH$i$1$0$dh_set_priv_key
64	1	org.jruby.RubyString$i$0$0$downcase
64	1	org.jruby.RubyString$i$1$0$match
64	1	org.jruby.RubyProc$i$0$0$to_proc
64	1	org.jruby.RubyNil$s$1$0$op_and
64	2	org.jruby.runtime.Visibility[]
64	1	org.jruby.ext.openssl.PKeyDSA$i$0$0$public_p
64	1	org.jruby.RubyString$i$2$0$tr_bang
64	1	org.jruby.RubyFloat$i$1$0$op_gt
64	1	org.jruby.RubyHash$i$0$1$initialize
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$blockdev_p
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_sub
64	1	org.jruby.RubyClassPathVariable$i$0$0$inspect
64	1	org.jruby.ext.openssl.X509Cert$i$0$0$public_key
64	1	org.jruby.RubyArray$i$aset
64	1	org.jruby.javasupport.proxy.JavaProxyClass$ProxyMethodImpl$i$0$0$arity
64	1	org.jruby.RubyDigest$DigestInstance$s$1$0$update
64	1	org.jruby.ext.openssl.X509StoreCtx$i$0$0$verify
64	1	org.jruby.RubyStringIO$i$0$0$printf
64	1	org.jruby.ext.openssl.X509CRL$i$0$0$last_update
64	1	org.jruby.RubyModule$i$0$0$name
64	1	org.jruby.ext.Timeout$TimeoutToplevel$s$0$1$timeout
64	1	org.jruby.RubyComparable$s$1$0$op_equal
64	1	org.jruby.ext.openssl.Request$i$0$0$_initialize
64	1	org.jruby.RubyModule$i$1$0$remove_class_variable
64	1	org.jruby.RubyArray$i$0$0$hash
64	1	org.jruby.RubyArray$i$index
64	1	org.jruby.ext.openssl.X509Name$i$0$0$_to_s
64	1	org.jruby.RubyArray$i$0$0$reverse
64	1	org.jruby.java.proxies.JavaProxy$s$0$0$op_aref
64	1	org.jruby.javasupport.JavaClass$i$0$0$enclosing_constructor
64	1	org.jruby.RubyMatchData$i$op_aref
64	1	org.jruby.javasupport.JavaField$i$0$0$static_value
64	1	org.jruby.RubyArray$i$0$0$length
64	1	org.jruby.ext.socket.RubyBasicSocket$i$0$0$getsockname
64	1	org.jruby.RubyMethod$i$0$0$arity
64	1	org.jruby.ext.openssl.Request$i$1$0$set_public_key
64	1	org.jruby.javasupport.JavaClass$i$0$0$declared_class_methods
64	1	org.jruby.RubyEnumerable$s$0$0$enum_with_index
64	1	org.jruby.RubyIconv$i$0$0$close
64	1	org.jruby.RubyDir$s$0$1$mkdir
64	1	org.jruby.RubyFixnum$i$1$0$op_equal
64	1	org.jruby.RubyEnumerable$s$cycle
64	1	org.jruby.RubyModule$i$2$0$const_set
64	1	org.jruby.ext.openssl.PKeyDH$i$1$0$dh_set_p
64	2	org.jruby.java.proxies.ConcreteJavaProxy
64	1	org.jruby.RubyStringIO$i$0$0$readchar
64	1	org.jruby.RubyString$i$1$0$op_mul
64	1	org.jruby.ext.openssl.PKCS7$i$0$0$to_pem
64	1	org.jruby.RubyUnboundMethod$i$0$0$call
64	1	org.jruby.ext.openssl.Attribute$i$0$0$to_der
64	1	org.jruby.RubyArray$i$0$0$sort_bang
64	1	org.jruby.RubyFile$s$0$0$chmod
64	1	org.jruby.RubyFile$i$1$0$truncate
64	1	org.jruby.RubyStruct$i$0$0$hash
64	1	org.jruby.RubyStringIO$i$0$0$lineno
64	1	org.jruby.RubyFloat$i$1$0$op_plus
64	1	org.jruby.javasupport.proxy.JavaProxyConstructor$i$0$0$argument_types
64	1	org.jruby.RubyFloat$i$1$0$op_ge
64	1	org.jruby.RubyArgsFile$s$0$0$fileno
64	1	org.jruby.ext.socket.RubyBasicSocket$i$0$1$shutdown
64	1	org.jruby.RubyFileStat$i$0$0$writableReal_p
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$public_key
64	1	org.jruby.RubyTime$i$0$0$zone
64	1	org.jruby.java.proxies.JavaProxy$s$0$0$singleton_class
64	1	org.jruby.ext.openssl.X509Cert$i$0$0$issuer
64	1	org.jruby.javasupport.JavaClass$i$1$0$assignable_from_p
64	1	org.jruby.RubyNameError$i$0$0$name
64	1	org.jruby.RubyModule$i$1$0$op_eqq
64	1	org.jruby.RubyString$i$0$0$capitalize
64	1	org.jruby.RubyFloat$i$0$0$truncate
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$get_dmp1
64	1	org.jruby.ext.openssl.PKCS7$SignerInfo$i$3$0$initialize
64	1	org.jruby.RubyThread$i$0$0$kill
64	1	org.jruby.RubyBoolean$False$s$0$0$false_to_s
64	1	org.jruby.RubyFileStat$i$0$0$inspect
64	1	org.jruby.javasupport.proxy.JavaProxyClass$ProxyMethodImpl$i$0$0$getDeclaringClass
64	1	org.jruby.ext.openssl.X509CRL$i$1$0$set_last_update
64	1	org.jruby.RubyIO$i$0$0$tty_p
64	1	org.jruby.RubyTime$i$0$0$hour
64	1	org.jruby.RubyString$i$0$0$length
64	1	org.jruby.RubyArray$i$0$0$collect
64	1	org.jruby.RubyHash$i$0$0$hash
64	1	org.jruby.RubyArray$i$0$0$indexes
64	1	org.jruby.RubyTime$i$0$0$to_s
64	1	org.jruby.RubyDigest$DigestBase$i$0$0$finish
64	1	org.jruby.RubyDigest$DigestInstance$s$1$0$file
64	1	org.jruby.RubyIO$i$0$0$pid
